accuracy,precision,recall,f1_score,roc_auc,model,best_cv_roc_auc,best_params
0.8852459016393442,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.9664502164502164,logistic_regression,0.9031400966183576,"{""model__C"": 0.1, ""model__class_weight"": ""balanced"", ""model__solver"": ""liblinear""}"
0.8852459016393442,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.948051948051948,random_forest,0.8995104332060853,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 200}"
